MASA,CAM,SU,İYİLİK,TÜTÜN,KELİME,KALEM,ÖLÇEK,ÇANTA,AĞAÇ,PARK,SARI,ŞİŞE,BEYİN,BARDAK,YAZI,KAĞIT,BİNA,KOLAY,RAKAM,KÖPEK,EKRAN,KALE,TABAK,TERLİK,KEDİ,CÜZDAN,KAPI,GRUP,BÜYÜK,DEFTER,SPOR,TOPLU,ELMA,KAŞIK,SEHPA,KISA,İLAÇ,KOLTUK,PARKUR,TOPRAK,KALAS,DOLAP,KİTAP,ODA,HALI,KÜÇÜK,DUVAR,SALÇA,ÇİÇEK,YATAK,LAMBA,DÜĞME,KOKU,FIRIN,TAHTA,MARKET,MEKTUP,KASA,HARİTA,DERGİ,PARA,ZEMİN,HALKA,TERAS,SIRA,KUTU,BAHÇE,SİLGİ,KALIP,ÇORAP,KABLO,TAŞLIK,KOLA,SULUK
0.017463384,0.045060337,-0.07458559,-0.056490548,-0.049054947,-0.05403726,-0.112985,0.006680088,-0.022273775,0.009301245,0.051722363,0.15103832,-0.03729844,-0.05495609,-0.033640902,-0.04222777,0.08351266,-0.1370626,-0.036856398,-0.01083101,-0.053396083,-0.052956477,-0.14248523,-0.051899247,-0.02619121,0.021255687,-0.031653717,-0.060058825,-0.07969047,0.08658289,0.032636758,0.060667425,-0.025498739,0.00012165184,-0.06610171,-0.0045813983,-0.10268094,-0.111551166,0.01792389,0.01190156,0.05604424,-0.058167797,0.049116578,0.05148995,0.09711885,0.04405312,0.0916061,0.11307132,0.024462454,0.09467309,-0.012820439,-0.05029062,0.012676149,0.044437673,-0.008694977,-0.09896002,-0.028790504,-0.046918057,-0.07241331,0.015795376,-0.037714362,-0.109850585,-0.018195556,-0.10285017,0.018616844,-0.19212666,-0.15772772,0.023266576,0.0211664,-0.027717073,-0.055346157,-0.12915479,-0.015571738,-0.034018077,-0.025867
-0.06331516,-0.047971837,0.24628417,-0.09176634,-0.03083456,-0.050430942,-0.04667855,0.007711786,-0.05561825,-0.030876935,-0.07195631,-0.06526791,0.049692478,0.024967566,0.009207419,-0.15609059,-0.029060546,0.019649943,-0.06860955,-0.093345344,-0.044774737,0.050141625,0.087328695,-0.05586859,-0.074540935,-0.021079546,-0.02051199,-0.01855313,-0.03909561,-0.02234909,-0.034541458,-0.1976445,0.015077296,-0.025528198,-0.03739933,-0.025744196,0.016460333,-0.19054556,-0.039551392,0.00068962044,-0.060164023,-0.046580847,-0.0407992,-0.14632234,-0.13709374,-0.05246266,-0.017143989,-0.09992223,0.010948788,0.023614787,-0.049362365,0.03484451,0.01637311,-0.1104514,-0.011546573,-0.008376321,-0.02452905,-0.0011110365,-0.08233559,0.028433992,-0.10351488,-0.13816468,-0.061993483,0.0018899221,0.009084012,-0.15155391,0.03591095,0.0141304545,-0.09159017,-0.014822686,0.01798181,-0.022033563,-0.009774581,0.043299213,-0.04338509
-0.15963408,-0.26770923,-0.22100845,-0.0020446093,-0.06890885,0.059808668,-0.07132056,-0.030985486,-0.09055964,-0.059284665,-0.037843175,-0.09617646,-0.01872029,-0.05763008,-0.03009036,-0.050356016,-0.18841264,-0.19878647,0.0008598417,0.045849886,-0.06226184,0.049236327,-0.07516241,-0.03878288,-0.007365474,-0.14163232,-0.03808112,-0.116641454,-0.09117621,0.045579333,-0.115581535,0.086690366,-0.13606142,0.1197785,-0.05619988,-0.06306208,0.15479708,-0.031583827,-0.10313957,0.005105684,-0.034793664,-0.038712956,-0.06173558,-0.033326305,0.03389744,-0.13158494,0.03724202,-0.040781606,-0.051806875,-0.05688174,-0.12236676,-0.054592524,-0.04781162,0.046186894,-0.10479442,-0.054734368,-0.03889309,-0.064090334,-0.13570654,-0.09520072,0.21016636,-0.012428457,-0.0029769985,-0.045736954,0.01739923,-0.05503475,-0.08006659,-0.03363736,-0.030150246,-0.18112318,-0.07702499,-0.12289883,-0.017868144,-0.06702883,-0.08861407
-0.13031782,-0.0892777,0.19477485,0.022717211,-0.044133376,0.0449482,0.024881218,0.105235934,-0.012413025,-0.07176314,-0.14601122,-0.008536952,-0.14241388,-0.04815021,-0.006927444,0.08566797,-0.059338644,-0.0770232,0.0128853265,0.00049124187,-0.085845,-0.0061697215,-0.041543327,0.061214656,-0.02207784,-0.043504678,-0.06637655,-0.10660307,0.073318474,0.0111653125,0.04941993,0.041894965,-0.15188742,-0.13376509,0.03857816,-0.027271692,0.008043738,0.09871875,-0.07673418,0.014715755,-0.041370988,0.0022913504,0.0021986014,0.05607829,0.013312671,-0.048767902,-0.06908111,0.014165003,-0.028397115,-0.072078824,-0.000100496225,-0.071601175,-0.023613341,-0.0195514,0.039820284,-0.013601798,-0.019108498,-0.0038138756,-0.050976347,0.049540367,0.028463896,-0.15959823,0.025895547,-0.04260788,-0.06962392,-0.025414957,-0.030832535,-0.08371328,0.019148795,-0.021778503,-0.042181972,-0.10682425,0.016956296,-0.05209432,-0.020393666
0.06708133,0.023738686,-0.43509305,-0.051448803,-0.14316404,-0.014362327,0.04216165,-0.04649672,-0.035172768,-0.065129384,-0.007375009,0.04951465,-0.025061592,-0.06921355,0.020435888,-0.18923657,-0.031038865,-0.043820363,-0.046410818,-0.11967407,-0.05276218,-0.022880793,0.022759033,0.0026529445,-0.026343687,-0.10905611,-0.056914996,-0.03743969,-0.057953205,-0.07324213,-0.013212125,-0.074071735,-0.057732392,0.14722088,-0.016104424,-0.034068312,-0.12353017,-0.054794446,-0.022510454,-0.028632326,-0.0055957246,-0.0081405565,-0.04705707,-0.08486278,-0.14650911,-0.026860945,-0.013812358,-0.074905336,-0.00051633804,0.08424832,-0.056154065,0.011320388,-0.047481887,-0.04457286,0.048106503,7.10045e-05,-0.042134494,-0.026592223,0.010695636,-0.031944305,0.045547552,-0.16999596,-0.16499417,-0.09856315,0.023491766,-0.044645574,-0.1836321,0.067196,-0.023519184,-0.022431567,-0.015427427,-0.11376156,-0.0326017,-0.086301446,-0.006607862
-0.016847938,0.08702846,-0.22833757,-0.018961346,0.15376848,0.02862364,-0.010162646,-0.058686633,0.04215337,-0.0025494061,0.06676036,0.13632165,0.07942957,-0.08612324,0.032543357,-0.044565044,0.12769413,0.22453436,0.11888103,0.039109185,0.06735645,-0.07845213,0.14354923,0.0038992465,0.055081733,0.14441532,0.04696969,0.19246505,0.16037314,-0.04154717,0.1260853,0.023545139,0.10829815,-0.008716559,0.037397,0.03416292,0.13070983,0.08292589,-0.011201381,0.040089216,-0.11724744,0.034940552,0.049567416,0.21640593,0.1431465,-0.07977368,0.043864,0.028442074,-0.017102528,0.1336403,0.10940841,0.05143666,0.020347482,0.03699735,-0.011347836,-0.022936901,-0.0033354608,0.122322656,0.102156416,-0.045411043,0.10715157,0.17422651,-0.08016032,0.14771669,0.08263227,0.14628895,0.040703937,0.09237394,0.052382037,-0.003567351,0.045217127,-0.023059744,0.0123002,0.03847922,0.103443995
0.009937769,0.0059127957,0.33688563,0.039947018,-0.026315128,0.031224433,0.11683008,0.068953514,0.07483856,-0.039195776,-0.029163063,-0.0018646227,-0.05189821,-0.011225764,-0.005954997,0.06254804,0.021822669,-0.052367926,0.031426035,0.09185174,0.0028112214,0.17644408,0.038590558,-0.06119635,0.025070814,0.06935182,0.036394965,-0.01604722,-0.15961199,0.09802352,0.01723006,0.13729155,-0.02565631,0.06953794,0.03860283,0.02166406,-0.0744731,-0.01061818,-0.022052376,0.051514525,0.017958404,-0.03639964,0.061750986,0.039480824,0.025931647,0.046763055,0.0431605,0.11864894,-0.0088161975,0.040418293,-0.040405348,-0.038470153,0.004416916,0.004828708,0.08762841,-0.033850692,0.00129216,0.03474823,0.15284266,-0.050179016,0.05251948,0.12361686,0.08326297,0.07357246,0.10011381,0.012106784,0.03539508,-0.02286394,-0.013160041,0.00476085,-0.0021297627,-0.07169626,0.033448227,0.041447334,-0.0005213013
0.021103006,0.105940804,0.10630714,-0.08016899,-0.06513207,0.009795076,-0.0027041945,-0.025056344,-0.06235044,-0.043696336,0.043812357,0.030781744,-0.044837054,0.0007126741,-0.047947,-0.06254038,0.01988218,0.070495605,-0.033904947,-0.101242185,-0.08170776,-0.0711966,0.11345901,0.032813508,-0.04642212,0.0021665725,-0.0119773,0.117947295,0.038636897,0.012763935,0.024256054,-0.069108665,-0.10345912,0.05473849,-0.100391254,-0.021016106,0.011667959,0.15165249,0.079773985,-0.048101705,0.04396248,0.0030363477,0.041373238,0.054915797,0.20696941,0.18767858,-0.0015950184,0.10758809,-0.034023475,-0.010616278,0.058555648,-0.021403283,-0.019581715,-0.035330094,-0.14628938,-0.038641706,0.0988825,-0.044518284,0.09277945,0.052060824,0.119923964,-0.0036767721,0.15895657,-0.089486025,0.0010748319,0.0030002247,-0.047422703,0.07511782,0.004806122,-0.05397959,-0.082381524,0.008380512,-0.0005130099,0.009372313,0.028793078
-0.19857869,-0.11555215,0.3567007,0.0027418637,-0.018938594,-0.068504356,-0.093030125,0.022095645,-0.11199328,-0.057583034,-0.07426183,-0.13194439,-0.04009559,-0.085514165,-0.01339705,0.0010358518,-0.07097032,-0.031899005,-0.06678861,0.0034047044,-0.07957221,-0.06453531,-0.03319083,-0.0326786,-0.010203118,-0.06612773,-0.013461758,-0.1783734,-0.035978824,-0.05282723,-0.06660272,0.16913985,0.12945302,-0.14081109,-0.023378946,-0.057325773,0.06778887,-0.010605117,-0.04659788,-0.071554676,-0.0058085695,0.038423374,-0.08933779,0.0116681475,-0.18144834,-0.030929616,-0.051804155,-0.00073353155,-0.021789012,-0.06848646,-0.07619852,-0.07850405,-0.07659094,-0.07767263,-0.071394645,-0.07909115,0.0046771034,0.13306277,-0.25572562,-0.054157913,-0.05934825,-0.114667825,-0.08185795,0.00074872887,-0.044401914,-0.10079728,-0.18551335,-0.12919419,-0.028916243,0.027125672,0.02115356,-0.047469664,-0.03955161,-0.095830046,0.024103224
-0.034943637,-0.06744306,-0.26743653,-0.033932116,-0.09715091,-0.077956855,-0.09156178,-0.07684321,-0.09033027,-0.062382683,-0.08865448,0.06999631,-0.05203846,-0.047478266,0.0092577385,-0.11939311,-0.17050274,-0.090857655,-0.024057698,-0.12112448,-0.13102737,-0.05704257,-0.034823257,0.024083419,-0.047682766,-0.08918979,-0.05094559,-0.048873745,0.021968395,0.03387564,-0.09319279,-0.025854036,-0.026724186,-0.04156301,-0.093976386,-0.08009515,-0.0028593566,-0.16660497,-0.022815472,-0.03354878,-0.025596498,0.02441187,0.023543697,-0.036144238,-0.026170809,-0.15799248,0.018017128,-0.030713823,-0.105447024,-0.028938688,-0.045406822,-0.0023540556,-0.053737342,-0.10964541,-0.10597402,-0.09583523,-0.13712005,-0.02700898,-0.06599154,-0.09301678,-0.10270223,-0.14766562,-0.0025637262,0.047272697,-0.061122693,0.10450548,-0.07724038,0.032616287,-0.031720057,-0.16309065,-0.09187333,-0.10629588,-0.013758791,0.0060413284,-0.07163183
-0.059230294,-0.004425615,-0.08790502,-0.09614753,-0.13597532,-0.15993297,-0.12792261,-0.07609934,-0.0713557,0.04506723,-0.008073236,0.0890681,0.044361368,-0.15867817,-0.021136224,-0.07892893,-0.040500052,-0.17419001,-0.07593305,-0.05594022,-0.056762572,-0.099951945,-0.11500466,-0.0063792123,-0.055851262,0.012674428,-0.04896146,0.042333882,-0.20356727,-0.07543634,-0.08932221,-0.027917948,-0.0020027715,-0.047054395,-0.059112724,-0.042825874,-0.15640628,-0.17475896,-0.06680693,-0.06709602,0.025386829,0.043398514,-0.094103664,-0.12318091,-0.12526004,0.060779613,0.03390359,-0.0060234107,-0.007040429,0.02392976,0.003180732,-0.10305736,-0.031827044,-0.007895174,-0.0061910516,-0.020988079,-0.06318508,-0.0021103246,-0.018590212,-0.11760821,-0.17220579,0.029663377,-0.023675159,-0.052891236,-0.043056242,-0.093096405,-0.11528539,-0.008004805,-0.07034792,0.014197228,-0.002737649,0.0582355,-0.06715035,-0.039540205,-0.058981627
0.009350009,-0.22683546,-0.46449438,-0.045337763,-0.05545185,0.07166957,-0.061886035,-0.09036804,0.025876235,-0.112103604,-0.0039459867,-0.09980335,-0.13047114,0.0041949432,0.025722269,0.10964754,0.025158383,0.008440649,-0.18948066,0.10400911,0.0034810884,0.13724305,-0.048875745,-0.03922751,0.047184125,0.04565598,0.009898924,-0.06645343,-0.028748743,-0.09996678,-0.04657033,-0.12967888,0.106930815,-0.030464893,-0.0035174591,-0.0021321035,-0.020664578,-0.098404214,-0.046622723,-0.019445606,0.034020226,0.009647332,-0.0018087802,-0.0058313087,0.15475333,0.09308161,-0.10839112,0.078033514,0.0050103143,-0.072265096,0.042854454,0.027128162,0.028554153,0.02399796,0.0019017013,0.07953477,0.11934924,0.14467092,0.036308117,0.0072570606,0.06099473,0.11595067,0.058312505,0.0049210144,0.01593992,0.09841346,0.035348162,-0.08012247,-0.008347843,-0.12804903,0.05727349,-0.08574092,0.012354078,-0.060660522,-0.021666298
-0.17292163,0.08558309,0.04401685,-0.0043544755,-0.035266884,-0.057518393,0.01771342,0.02489238,-0.04984641,-0.0062327376,-0.02030521,-0.06148103,-0.044942524,0.026299376,0.02521245,-0.050581582,-0.08058874,-0.071776584,-0.027327958,0.046195615,-0.026989339,0.06371365,-0.0029993034,0.02529003,0.01684218,0.07187022,-0.014393593,-0.116196536,-0.009740079,-0.070380256,0.024135094,-0.022833621,0.01651685,-0.05680669,0.011497625,-0.015714185,0.051323034,0.10593064,0.022431482,-0.04085183,0.035764262,0.012967538,-0.062520735,0.004537317,-0.0067158807,0.05589518,-0.13591263,0.021020986,-0.02675334,-0.0082920985,-0.010207073,-0.067547254,-0.015247578,-0.094081745,-0.018369364,-0.11308441,-0.09754337,-0.05820169,-0.0066020237,-0.048975356,0.12822233,-0.016685957,0.05045533,-0.0077884784,0.07875448,0.11499604,0.0034605116,-0.02319561,-0.011401306,-0.080260895,0.00879386,-0.0009813234,-0.051282037,-0.0025860346,-0.10375343
0.03276921,-0.010246406,0.05559292,-0.0137072895,-0.068605945,0.012510722,0.010695239,-0.0013377895,0.034389652,-0.04353141,-0.0343005,0.00768673,-0.09654318,-0.01134352,0.025966424,0.042888403,-0.0018110676,-0.09540894,0.006892912,-0.05508917,-0.0040334323,-0.16012341,-0.050010525,0.023126567,-0.02387598,-0.017584447,0.0039628283,0.059120737,0.12580544,0.03361328,0.053922188,0.10262905,-0.007425258,0.052029487,0.056693226,-0.033509735,0.017825626,0.047481924,0.053443205,0.003934664,-0.07943576,0.021502724,-0.035486616,0.13351104,-0.099386565,-0.06377539,-0.01170597,0.024740394,-0.037618622,-0.01879952,-0.03233122,-0.040573247,-0.03280532,-0.09633838,-0.028644733,0.10506606,-0.062704645,0.06593418,-0.10161656,0.07856629,-0.019828035,-0.086280495,0.14081568,0.111361116,-0.01250867,0.0069894544,0.049985137,-0.030092863,0.051131133,0.052306008,-0.010576122,-0.15869729,0.046032242,0.046796665,-0.0070875473
0.041571457,0.0047887936,0.4789612,0.035815444,0.04721901,0.08174269,0.10470216,0.05189531,0.060777597,0.09394651,0.09980613,0.17388085,0.0835987,0.044911508,0.06528439,0.10487055,0.1150824,0.15460756,0.060105678,0.09115086,0.027276201,0.01410551,0.11775776,0.11805018,0.044763334,0.093941435,0.04533744,0.14345527,0.1064738,0.06069762,0.08292555,0.032572545,-0.06411548,0.12399649,0.12949227,0.0670812,0.08553071,0.074279405,0.065398134,0.053827684,0.087773874,0.05736604,0.09802092,0.09364608,0.18594122,0.030601144,0.09755081,0.14434826,0.08991063,0.09701772,0.06140942,0.051664256,0.114988804,0.13370013,0.10824196,0.13946791,0.10248863,0.0660292,0.17652218,0.033054244,0.1284568,0.04941947,0.11488995,-0.07136082,0.0845062,-0.011101862,0.15545309,0.10579523,0.029101413,0.0888897,0.070066996,0.13937788,0.039892267,0.07345584,0.1257149
-0.0464826,-0.05766944,-0.05879115,-0.0029594197,-0.017666886,0.061463483,-0.051300313,0.13560472,-0.061792564,0.0080632325,-0.07058227,-0.07467025,0.034625426,0.04051405,0.010361373,0.07315266,-0.01923512,0.16168138,0.022789462,-0.03140626,0.016063746,0.046369143,-0.055324607,-0.001988656,-0.0017410445,-0.03318257,-0.036371853,-0.21646082,0.007015986,0.05483041,0.04668803,-0.03611205,0.010252781,-0.007986702,0.045140535,0.049555324,0.14883761,0.04538393,0.06362861,0.029147375,-0.0572821,-0.00014671063,0.0003654277,-0.042076778,-0.13414334,-0.047081202,0.060084358,-0.009810209,0.009876476,0.04378312,0.0072060805,0.079326525,0.07047879,0.054419324,-0.069534265,0.034883086,0.009294069,-0.04753447,0.05071686,0.056386888,-0.04801588,-0.0151332,0.026995495,-0.002783923,0.12553321,-0.13992505,0.0972722,-0.019746775,0.055669054,0.075126864,0.029216412,-0.07148503,-0.030966619,0.11269107,-0.01524486
